名称,摘要
一种小行距玉米收获机收获单元体,本发明涉及一种小行距玉米收获机收获单元体，包括在割台固定架上设有的若干组收获体和一秸秆切断器，其中每组收获体均包括一对摘穗辊；及一对安装在割台固定架前端拨禾器；及在每对拨禾器的拨禾出口与摘穗辊导入端之间的割台固定架上安装一秸秆夹持输送器，特点是相邻两组收获体的每对拨禾器的拨禾出口与摘穗辊导入端之间的、安装有秸秆夹持输送器的割台固定架，其架体以相邻两组收获体的摘穗辊对称中心线为基准，向该中心线对称倾斜，该相邻秸秆夹持输送器的两夹持输入端的中心距保持在350—450mm，其两夹持输出端分别与摘穗辊导入端相对应。本发明结构紧凑、成本低、使用可靠、适应性强，适合小行距玉米的收获。
梳齿状输秧链梯式花生收获机,本发明涉及梳齿状输秧链梯式花生收获机，包括输秧链梯，输秧链梯前部有挖掘铲，其特征在于，输秧链梯上梳齿穿过输秧链梯上部的输秧篦，在输秧篦缝隙中运行，输秧链梯前部的挖掘铲是通过输秧篦和输秧链梯相连，输秧篦前部的上方安装有碎土辊，中部和中部以后的上方安装有压板，后部的下方安装有和集果箱连在一体的铺秧篦，和集果箱连在一体的铺秧篦通过输秧链梯被动轴上的连杆带动，做摆动动作，集果箱上篦和地平面有一定斜度。以此从根本上解决了大振动、大负荷给现有花生收获机带来严重损坏的问题，解决了实现花生收获机械化的重大难题，本发明使用性能好，作业效果好，具有巨大的社会和经济效益。
拔杆机,本发明提供了一种可有效拔除残留烟草根杆并进行有序输送和破碎的拔杆机，包括机架、行走轮、动力传输装置、根茎掘起装置及根秆输送装置；所述根茎掘起装置为一根茎掘起辊筒，包括辊筒轴，及在辊筒轴上交错安装的若干个旋耕刀，围绕辊筒轴的周向固定安装有若干根与辊筒轴平行的缠绕棒；本发明还可加设根秆破碎装置和集料装置。本发明可以实现拔杆、输送、破碎一体化作业，彻底将作物根茎拔出，并进行破碎处理，作业效率高，为进一步对秸秆进行处理做好必要的准备。
一种花生收获机,本发明公开了一种花生收获机，涉及花生收获机械，包括动力装置和依次连接的挖掘装置、输送装置、脱果装置，动力装置包括拖拉机，拖拉机的前部设置有固定支架和与之铰接的活动支架，拉线连接活动支架前端，并通过固定支架上的定滑轮与拖拉机的升降装置连接；活动支架前端下方设置有限深轮；挖掘装置至少包括一个犁铲，犁铲支撑架前端铰接于活动支架前部的横杆上；输送装置包括输送带，在输送带的末端设置有导筛，导筛为向后下部倾斜，果秧经导筛后进入脱果装置，脱果装置下部为圆筒筛，圆筒筛出口的下方设置有存果箱。本发明的优点在于：适合各种地块作业；秧土分离及果秧分离效果好，收获效果好；工作效率较高，1小时可收获3－5亩。
收割机二次割刀提升装置,本发明公开了一种收割机二次割刀提升装置，包括斜拉杆Ⅰ、斜拉杆Ⅱ、主钢丝绳、牵拉钢丝绳，所述主钢丝绳两端端头分别压接在主钢丝绳压套一端内，主钢丝绳压套另一端设有压套铰接孔，该压套铰接孔通过主钢丝绳连接销分别与斜拉杆Ⅰ一端、割台下支座铰接，另一端的压套铰接孔通过定位销分别与斜拉杆Ⅱ一端、二次割刀后刀架框一侧铰接；牵拉钢丝绳压套另一端设有压套孔，牵拉钢丝绳上端的压套孔通过拉杆连接销分别与斜拉杆Ⅰ、斜拉杆Ⅱ一端铰接，牵拉钢丝绳下端的压套孔套在主钢丝绳中。本发明结构简单，使用时不易挂草、使用寿命长、成本低廉。本发明通过牵拉钢丝绳拉动主钢丝绳向上弯曲，确保二次割刀不会接触主钢丝绳。
一种优质茶青的采摘方法及装置,本发明公开了一种采摘优质茶青的方法及装置，先滚切刀片旋转将待采茶青兜入分选齿槽，再用滚切式刀具及定刀片将茶青切断，滚切式的刀具将切断的茶青抛到茶青的收集装置中，以实现对茶青的切割收集。本发明采用滚切式刀具与固定面切割刀片结合的方式，使切割茶青的方式类似于滚切，并且由于切割方向与茶叶地抛出方向相同，因此滚切式刀具在自身转动的情况下能将切割下来的茶青抛入箱体中，有效的提高了采摘效率，避免了采摘过程中茶青散落而造成的损失，切割时利用了分选齿引导茶青切割，极大减少了采摘到茶青的老梗老叶，提高了茶青采摘质量。
一种联合收割机喂入量测量方法与喂入量监测装置,本发明公开了一种联合收割机喂入量测量方法与喂入量监测装置，其中该方法包括：籽粒重量值测量步骤，实时获取籽粒下落冲击第一传感器产生的第一电荷信号，对第一电荷信号进行A/D转换；秸秆重量值测量步骤，实时获取秸秆下落冲击第二传感器产生的第二电荷信号，对第二电荷信号进行A/D转换；喂入量获取步骤，对转换后的第一电荷信号、第二电荷信号分别通过积分计算得到单位时间内对应的秸秆重量值，并根据籽粒重量值、秸秆重量值得到联合收割机的喂入量。本发明能够实时准确地反应收割机的喂入量，并根据喂入量做出相应的提示或报警，从而提高作业效率和减少驾驶员负担。
改进型马铃薯收获机,本发明公开了一种改进型马铃薯收获机，包括机架和传动机构，机架的上面头端设有与手扶拖拉机变速箱连接的变速箱；变速箱内设有滑动齿轮和离合牙嵌套，滑动齿轮通过粉末冶金滑套套装在花键轴上，离合牙嵌套通过弹簧和钢球套装在花键轴上，设置在变速箱上的离合手柄与离合牙嵌套配合；机架的下面设有固定底架，固定底架上设有钢条筛，固定底架的前端设有犁铲，固定底架的后端设有震动筛条；安装在固定底架后部的拨轮轴的两端分别设有凸轮和与传动机构相应的伞齿轮，传动机构通过主轴与变速箱连接，拨轮轴上设有与用来传动钢条筛的板式链条相应的拨轮。本发明与121系列手扶拖拉机变速箱相配套连接，即可实现马铃薯的收获。
甘蔗切割和去顶设备,本发明涉及一种可拆卸的甘蔗切割和去顶设备(1)，包括用于可拆卸地固定在枢转臂(3)的头部上的、形式为单体式框架(4)的装置(2)，所述框架(4)具有形状与设在所述臂(3)上的装置如销(6)的形状互补的接纳装置(5)，所述框架(4)与甘蔗切割装置(7)一体连接。本发明的特征在于，所述切割装置(7)包括：(i)甘蔗抓持装置(8)，其形式为至少两个铰接的爪(12)，以便从打开位置移动到闭合位置并且成形为至少部分地彼此交迭，从而形成甘蔗抓持空间；和(ii)至少一个刀片(9)，用于切割被保持在所述空间内的甘蔗。
联合收割机的收割部,本发明提供一种降低从切断装置产生的振动以及噪音，且将切断装置的结构做成简单的结构的联合收割机的收割部。在联合收割机的收割部，切断装置(23)可旋转驱动地具备将谷杆在根侧切断的多个圆盘形状的切断刀(231)和构成为直径比切断刀(231)小，将谷杆在根侧切断的一个圆盘形状的辅助切断刀(232)，将多个切断刀(231)在左右方向排列配置在大致同一直线上，将辅助切断刀(232)配置在多个切断刀(231)中的位于最外侧的左右一方的切断刀(231)的外侧方。
微型旋耕拆垄烟草拔杆机,本发明公开了一种微型旋耕拆垄烟草拔杆机，该拔杆机包括与机架连接的发动机、第一变速箱、第二变速箱、烟杆粉碎机、操纵扶手、行走主动轮和行走从动轮，行走主动轮通过第一变速箱与发动机连接，行走主动轮带有转向机构，机架上设置有夹持输送机构和旋耕拆垄刀，旋耕拆垄刀用于对烟草根部进行去土和向上刨挖，夹持输送机构用于对去土和向上刨挖之后的烟草夹持住并拔出，发动机通过第一变速箱驱动行走主动轮并通过第二变速箱驱动旋耕拆垄刀和夹持输送机构，烟杆粉碎机用于将输送机构拔出并送入的烟杆粉碎。本发明的微型旋耕拆垄烟草拔杆机利用主动旋耕的旋耕拆垄刀对烟杆根系部进行去土和向上刨挖，能够很好地脱除烟杆根系的附土。
一种手持式切割工具,本发明公开了一种手持式切割工具，包括基座(2)，与基座可拆卸连接的工具主体(10)，设置于基座的操作杆(3)，用于支撑基座的滚轮(8a，8b)，所述滚轮设有轮轴(9)，所述基座至少设有二个档位槽(19a，19b)，所述轮轴相对基座枢轴设置并可选择地啮合于所述档位槽，当轮轴啮合于档位槽时，所述轮轴与基座相对固定；所述轮轴的调节方便快捷、结构简单，成本较低。
