名称,摘要
棉花抗虫深棕色纤维新品种的选育方法,本发明公开了一种抗棉铃虫的深棕色彩色棉(深棕色纤维)的选育方法，本发明以转基因抗虫棉品系SGK9708为基础材料，通过选育、抗虫性鉴定，获得抗虫性纯合(100％)、枯黄萎病的抗性增强、皮棉产量比原材料也提高15.0％左右的转基因抗虫棉SGK9708提高系，以其为母本，与深棕色、高产、黄色花药新品系棕263进行杂交，通过多年单株系统选择，选育出一系列抗棉铃虫、深棕色彩色棉新品系，包括B2K8、R12-1等。利用本方法选育的深棕色彩色棉，不仅解决了深棕色彩色棉的抗棉铃虫等鳞翅目昆虫，降低农药使用量，保护了环境，同时纤维品质、皮棉产量也大幅度提升。
一种粳稻不育系快速转育方法,一种粳稻不育系快速转育方法，在中国长江以北地区及云贵高原海拔1400米以上开展本地育种，选择对三系杂交粳稻不育系有保持能力的优良粳稻品系作为父本，与不育系杂交；将杂交1代带到海南与保持系同时种植，对不育彻底的株系用相应的父本系回交，在海南循环进行至少5次，各代回交均采用高密度直播、全生育期控制较低的氮肥施用量和灌水量，即可获得稳定的不育系；将该不育系种子带回到选育目标区种植，进行一次性状选择，即可获得新的不育系。本发明的优点：由于在海南一年内可以完成3次回交，故能在2年内完成一个新的不育系转育，提高了不育系育种效率；该方法也可以扩展到对环境钝感性状的改造，即在海南与在选育地均可充分表现性状的回交转育。
一种高柱头外露率粳稻不育系选育的方法,一种高柱头外露率粳稻不育系的选育方法为：(1)选择大柱头和柱头外露率高的材料；(2)将携带柱头外露性状基因的供体亲本与粳稻亲本材料杂交；(3)从杂交分离世代F2代开始，选择柱头外露率达到95％以上的单株，获得柱头外露率95％以上的保持系；(4)用步骤(3)中获得的保持系与携带不育基因的粳稻不育系杂交，用这个保持系作轮回亲本连续回交，获得性状基本稳定的高柱头外露率粳稻不育系。其优越性在于：①本发明适用于对现有不育系的保持进行柱头外露率改造，提高现有粳稻不育系的柱头外露率；②对所有的粳稻材料，包括现在柱头外露率低的粳稻不育系的保持系，都能够定向实现柱头外露率提高的改造，进而提高制种产量。
一种获得大白菜雄性不育系的方法,本发明公开了一种获得大白菜雄性不育系的方法。该方法包括以下步骤：1)以芸薹属异源六倍体(AABBCC，n＝27)秋引2005-12为母本，以含有A基因组(AA，n＝10)的春种大白菜金春为父本进行杂交，获得杂交一代；所述芸薹属异源六倍体(AABBCC，n＝27)秋引2005-12的保藏登记号为CGMCC№2553；2)以含有A基因组(AA，n＝10)的中晚熟大白菜义和五号为母本，以上述步骤1)获得的杂交一代为父本进行杂交，获得大白菜雄性不育系。实验证明，采用上述方法进行两次重复实验，结果每次都能获得大白菜雄性不育系，在11株大白菜中，有11株不育，不育株率为100％，不育度为100％。
蓖麻育性转换的化学方法及试剂,本发明涉及一种蓖麻杂交育种和蓖麻杂交制种过程中繁殖母本的一种方法，具体为一种蓖麻育性转换的化学方法及试剂。解决了现有对蓖麻纯雌性株的繁殖只能采用人工处理使其产生雄花这种方法带来的工作效率低、使用局限性大等问题。其特征是由脱落酸和2.4-D按照质量比40-60∶1组成的混合水溶液。在蓖麻纯雌株生长到主茎穗现蕾前，两片真叶未展开时，将稀释成30-100PPM浓度的溶液均匀地喷施在蓖麻植株的叶面上。本发明通过意外实验发现利用外源植物生长调节剂可以使蓖麻的部分花原基分化发育为雄花。
诱导药用阿魏愈伤组织及胚状体再生的方法,本发明涉及一种诱导药用阿魏愈伤组织及胚状体再生的方法，主要包含以下过程：取洗干净的阿魏幼苗用酒精、升汞溶液的至少一种消毒，切成0.5～1.0cm块在培养皿中接种于pH值为5.5～6.5的MS基本培养基18～25℃下培养5天以上即可。本发明以新疆阿魏实生或非实生苗为材料，诱导愈伤组织，并进行继代培养，为利用植物组织培养和细胞培养法繁殖珍稀物种，特别是在开发利用生长周期长、资源稀少的药用植物方面，提供了一条新的途径，对保护新疆野生药物资源，维持生物多样性，为医药行业提供稳定、可持续利用的药材资源具有重要的意义，尤其为今后应用生物技术繁育新疆阿魏并进行规模化种植奠定了基础。
马铃薯微型薯的遗传转化方法,一种马铃薯微型薯的高效遗传转化方法，它包括以下步骤：(1)马铃薯微型薯的准备、(2)菌株的活化及菌种的准备、(3)侵染和共培养、(4)转基因植株再生和(5)转基因植株的检测，建立了一个适合多种马铃薯品种的微型薯遗传转化体系，该体系以微型薯为外植体，经农杆菌侵染后通过体细胞胚胎发生途径直接分化出抗性芽，经生根诱导后获得完整再生植株，转化频率均为50％以上，达到用马铃薯微型薯为转化受体，建立一个高效及适应性广的马铃薯遗传转化体系的目的。
喜临门杜鹃品种的组织培养快繁方法及其专用培养基,本发明公开了喜临门杜鹃品种的组织培养快繁方法及其专用培养基，属植物的组织培养及繁殖技术领域。其专用培养基有不定芽诱导培养基：1/4MS，ZT 3mg/L，NAA 0.5mg/L，糖30g/L和琼脂5g/L；不定芽增殖培养基：1/4MS，ZT1mg/L，NAA 0.5mg/L，糖30g/L和琼脂5g/L；丛生苗的继代及壮苗培养基：1/4MS，ZT0.5mg/L，NAA0.5mg/L，糖30g/L和琼脂5g/L；生根培养基：1/4MS，IBA 2mg/L，糖30g/L和琼脂5g/L；pH均为5.4-5.6。该方法组培快繁的种苗移栽成活率达90％以上，繁殖量可达10万株/年以上。
一种百合种球病毒的脱除方法,本发明提供了一种百合种球病毒的脱除方法，包括茎尖组培及消毒、热处理脱毒、化学药剂脱毒以及热处理脱毒和化学药剂脱毒的综合应用。该百合种球病毒的脱除方法兼具高成活率、高脱毒率、低成本的特征。
一种石斛育苗方法,本发明提供一种石斛育苗方法，包括种子离体接种，培养形成圆球茎，培养圆球茎形成分化苗，其特征在于：将分化苗接种在育苗瓶中的1/2MS培养基上，盖上瓶盖，用保鲜膜封住瓶盖与瓶体接合部位，之后置于遮光率为60～80％的普通大棚内，在温度为5～34℃，光照强度为3500～9000Lx的自然光照条件下培养2个月后，出瓶直接定植于大田即可。既能节约商品苗培养阶段所耗费的电能，省掉所需消毒、杀菌药剂及人工费，且操作方便，省时省力，尤其是在自然光照、环境中培养，使商品苗具有较高的抗菌、抗病能力，大幅度提高了石斛苗的种植成活率，使之达90％以上。
青花菜高二倍体率小孢子再生植株的培养方法,本发明公开了青花菜高二倍体率小孢子再生植株的培养方法，属于植物组织培养技术领域。该方法包括：(1)培养基的配制；(2)青花菜高二倍体率小孢子再生植株的培养：1)供体植株与花蕾的选择；2)花蕾灭菌；3)花蕾预处理培养；4)花蕾小孢子的分离、混配与分装；5)小孢子胚状体的培养；6)再生植株的分化培养；7)再生植株的生根与移栽及8)再生植株的倍性检测。本发明显著提高了青花菜小孢子培养的出胚率、出苗率与再生植株的二倍体率，由常规的80个胚/蕾、50％与50％左右，分别提高为120个胚/蕾、70％及70％以上，从而可提高青花菜的育种效率。该方法可在蔬菜育种单位或企业中推广应用。
一种获得栽培菊花与近缘属间远缘杂种的方法,本发明获得菊属与近缘属属间远缘杂种的方法，属于生物技术育种领域。选择栽培菊花品种为母本，以野生的抗病虫能力强或具特异观赏价值的近缘属物种为父本，采用组织培养手段进行杂种胚的离体培养，以克服菊属与近缘属远缘杂交后合子胚败育的障碍。对获得的后代材料进行杂种形态学鉴定和原位杂交鉴定，选择茎、叶、花序、表皮毛等形态学特征介于双亲之间、与母本不同、出现父本特异性状或双亲不具有的新性状的后代材料，进行原位杂交，若染色体组成为分别来源于双亲，即为获得的属间远缘杂交种。应用本方法成功地实现了菊属与多个近缘属的属间远缘杂交种，对现有栽培菊花品种进行了改良，并创造了一批有应用价值的新种质。
采用微不定芽技术快速繁殖转基因青蒿的方法,本发明是一种生物技术领域的用微不定芽技术快速繁殖转基因青蒿的方法。本发明将转基因青蒿外植体经过消毒后，置于微不定芽诱导培养基上，光照培养，在外植体周围长出大量微不定芽；将长有大量微不定芽的外植体转移到微不定芽伸长培养基中，使微不定芽伸长；切取伸长后的不定芽转移到不定芽生根培养基上，产生出不定根；将生长健壮的完整植株移栽到盛有移栽基质的花盆中，通过驯化获得大量生长正常的转基因青蒿植株。本发明筛选出适合转基因青蒿微不定芽诱导和生根的培养基，转基因青蒿外植体微不定芽诱导率超过90％，不定芽生根率为100％，再生植株移栽存活率为100％，繁殖系数达到80-100。
赤松(Pinus densiflora)组织培养增殖方法,一种赤松组织培养增殖方法，该方法以赤松无菌幼苗子叶节(含子叶及刚萌动的上胚轴和6～8mm下胚轴)为外植体，接种于GD+6-BA3.0～5.0mg/L+NAA0.1～0.3mg/L培养基中诱导子叶基部产生丛生芽；4～5周后将外植体连同已分化的丛生芽转入添加活性炭或NAA的培养基中促进芽的伸长；待丛生芽长达1.5～2.0cm时将其分别单个切下，并切割成5～8mm小段，接种于GD+6-BA1.5～2.5mg/L+NAA?0.25mg/L培养基中进一步诱导丛生芽增殖。增殖的丛生芽经过培养伸长后可再用于新一轮增殖。采用本发明，丛生芽增殖系数达3.5～4.6，一粒种子2年后可增殖出2～3万株可用于生根的组培苗。
一年生棉花的多年生杂交制种方法,本发明涉及一种一年生棉花的多年生杂交制种方法，其首先鉴定一年生棉花杂交亲本的自然越冬能力；对于不能自然越冬的一年生棉花杂交亲本，以棉属中能够自然越冬的多年生棉花种质资源为砧木进行嫁接，并宿根栽培所得嫁接植株；对于能够自然越冬的一年生棉花杂交亲本，直接种植并宿根栽培其实生植株，或以上述方法嫁接后宿根栽培嫁接植株；然后利用上述实生植株和/或嫁接植株进行杂交制种。本发明的杂交制种方法不需每年播、耕整土地和去杂去劣，降低了雄性不育系的繁殖成本，简化了杂交种子生产程序，并能够提高杂交制种的产量。本发明方法在南亚热带及其以南地区均适用，能够大范围推广应用。
