名称,摘要
主动拨杆式防堵装置,本发明属于农业机械技术领域，特别涉及一种主动拨杆式防堵装置，由机架、开沟铲、动力传送装置和防堵器组成，开沟铲对称分布固接在机架上，动力传送装置在2个相邻开沟铲之间置于机架上，将拖拉机输出的动力传递给设置在相邻开沟铲之间的防堵器，防堵器由防堵器摆臂、防堵器拨杆的拨杆连杆段和防堵器转臂构成三连杆运动机构，在防堵器主动轴的驱动下，防堵器拨杆作前后和上下的往复运动，将相邻开沟铲之间的秸秆拨向开沟铲的后方，实现主动防堵功能。本发明结构简单，防堵器拨杆在往复运动过程中拨杆拨秸秆段的前端不插入土地，动力消耗小，防堵能力强，可实现秸秆大覆盖量下免耕播种，适用于玉米免耕播种机，有利于推动保护性耕作的推广。
旱田多功能作业机,本发明公开一种旱田多功能作业机包括车架，车架上设有由油箱、水箱、发动机、变速箱、操作台、转向装置、车轮及刹车装置组成的驱动装置及发电机和蓄电池，其中车架下侧设有一个前轮和一个后轮，前轮和后轮位于同一条直线上，变速箱上设有油压机、变速箱动力输入轴、变速箱动力输出轴、动力输出操纵杆、驱动操纵杆及驱动轴，变速箱与发动机、油压机、发电机之间分别设有传动带，所述的车架上还设有包括侧轮的车架平衡辅助装置、图像装置、喷雾装置及中轴。本发明具有制作简单，机械长度短，不受农作物高的限制，不受垄间距的限制，坐在机座上也能及时发现农作物状态，驾驶员可坐视全部作业过程，一次可完成多种作业的优点。
一种育苗盘土壤压实方法,本发明公开了一种育苗盘土壤压实方法，采用本发明所述方法以后，由于在育苗盘流水线安装了自动底土压实装置，其包括有与育苗盘相对应的压实板，当育苗盘在育苗流水线的导轨上运行到压实装置底部就会暂停，压实板会下压，压实板上的压头会将育苗盘底土压实，然后压实板复位，育苗盘继续前行，进入下一道工序；同时，由于压实板的压头数量是与育苗盘的规格相对应的，所以下压一次就可将整个育苗盘全部压实，效率非常高，且整套装置的结构并不是十分复杂，制造成本也不高。压实装置的发明和应用，把人力从手工作业中解放出来，既提高了作业功效，降低了农本，确保了育苗盘的基本苗要求，又使育苗流水线作业迈上了一个新的台阶，真正实现了全程自动化流水线育苗作业的目标。
鼠道犁仿生防粘减阻耐磨犁铲,本发明涉及农业耕作机械上的鼠道犁犁铲部件，特别是涉及一种鼠道犁仿生防粘减阻耐磨犁铲。其目的在于解决现有犁铲的工作阻力高、易磨损的技术问题。采用的技术方案是：主要由铲柄和铲尖组成，铲尖上表面设有规则分布或随机均匀分布的仿生几何结构单元，仿生几何结构单元的几何形状为：凸包、凹坑或肋条；所述的凸包形的高度H与包底圆直径D之比为H/D＝0.1～0.5，每两个相邻凸包之间中心距为7～20mm；所述的凹坑形，其形状为球缺形，凹坑的深度H与坑上口直径D之比：H/D＝0.1～0.5，每两个相邻坑之间的距离为5～20mm；所述的肋条形为横向直线形、横向人字形、纵向直线形或纵向波纹形，连续或断续分布。
一种用于汽油机型微耕机的湿地刀,"本发明公开了一种用于汽油机型微耕机的湿地刀，包括刀体，该刀体首部为弧形段，刀体的尾部为水平段，且水平段的尾部向后延伸形成刀柄，在刀柄上开有两个通孔,所述两个通孔的中心距为30～40mm；所述刀柄的长度为50～70mm，宽度为20～30mm，厚度为4.5～5.5mm。本发明通过改变刀柄及刀体的几个关键参数，有效降低了湿地刀的重量，减小了湿地刀的负载，使其与汽油机的输出功率相匹配，并将该湿地刀与汽油机型微耕机配套使用，能有效保证汽油机的使用寿命，且同时减少了生产刀具的原材料消耗量，降低了生产成本。"
作业车,作业车具备：驱动机构，将连结在车体上的对地作业装置相对于车体升降操作；作业深度检测机构；联动机构，使检测机构与驱动机构联动，使驱动机构动作，以使得作业深度检测机构的检测作业深度成为设定作业深度；构成为，在因作业深度检测机构的检测深度向比设定作业深度深的一侧变化一定量而对地作业装置上升的上升速度比因作业深度检测机构的检测深度向比设定作业深度浅的一侧变化一定量而对地作业装置下降的下降速度大的状态下，联动机构使驱动机构操作。
耕播施肥多功能复合作业播种机械,本发明公开了一种耕播施肥多功能复合作业播种机械，包括有施肥播种部分和旋耕部分，旋耕部分通过拉杆和销与施肥播种部分相连接；旋耕部分由变速箱输出轴提供动力；播种部分由镇压轮轴提供动力给精点播种器轴和施肥播种器轴，精点播种器总成和施肥播种器总成都通过管道与减振浮动开沟器相连接。本发明解决了现有耕播机械无法根据需求组合使用其中某一部分、无法播种施肥方便转换、多工序一次完成的问题，其旋耕部分与播种部分拆卸简单，可轻松实现组合使用，播种与施肥容易，真正满足用户的使用需求。
烟叶起垄、中耕和培土一体装置及操作方法,烟叶起垄、中耕和培土一体装置及操作方法，支架杆通过活动连接件安装成十字形，横的支架杆两端或通过活动连接件安装有第一土壤导流板和第二土壤导流板和/或支撑调节轮；第一土壤导流板和第二土壤导流板通过螺栓安装有垄体成型板；纵的支架杆一端或通过活动连接件安装有支撑调节轮和开沟犁；纵的支架杆一端安装有动力牵引连接件。本发明的装置和方法，各部件采用模块化设计，各部件可按照起垄、中耕和培土的操作要求，灵活拆卸和组装，进一步降低烟叶生产劳动强度。实现机械化中耕、培土；培土高度可达200-250mm，碎土率达到80%，杂草掩埋率达到90%。在不增加部件的基础上，大幅减少烟农购机成本。
盐碱地的排水洗盐方法,本发明公开了一种盐碱地的排水洗盐方法，选定冲洗地块，在冲洗地块两侧边沿开挖左明沟和右明沟，在冲洗地块中间设置灌水渠道；将左冲洗地块和右冲洗地块划分为至少两块宽度相同的畦块；往灌水渠道中注水，以灌水渠道到两侧明沟的方向为放水冲洗方向，从临近灌水渠道的畦块开始，依次向两侧放水冲洗，每次冲洗时间为Δt，在Δt内各放水畦块都始终保持覆盖水层；含盐分水通过所述左明沟和右明沟排出。本发明使整个冲洗地块入渗强度分布更加均匀，提高了冲洗地块远离明沟部位的入渗强度，降低了明沟附近部位的入渗强度，从而使整个冲洗地块的脱盐效果更好更均匀。
一种秸秆粉碎覆盖免耕播种机,本发明公开一种秸秆粉碎覆盖免耕播种机，包括秸秆粉碎装置和播种装置，所述的秸秆粉碎装置包括机架、齿轮箱、限深轮，所述的机架安装在齿轮箱上边的中间位置，其顶部上边有连接板，前边连接有上悬挂销，下部前边连接有下悬挂销，后边连接有后悬挂销；所述的限深轮安装在齿轮箱左右两边；在齿轮箱的上边还安装有转向器，所述的转向器的动力输入轴与万向节连接，动力输出轴穿过齿轮箱内的齿轮与刀架连接，所述的刀架上安装有割刀。该机将秸秆粉碎覆盖和播种作业一次性完成，提高了工作效率；采用垂直水平旋转割刀，能够将秸秆粉成碎节，不易造成堵塞，同时其机动性和灵活性好。
带有导航定位处理系统田间机车循行行走的装置,一种田间作业的农机技术领域的带有导航定位处理系统田间机车循行行走的装置。包括上下导向系统、前后导向系统、悬挂系统、探杆、信号处理系统，前后导向系统固定在上下导向系统，悬挂系统上半部分套在前后导向系统上，与前后导向系统位于同一水平面，悬挂系统下端与探杆通过铰链连接，位于前后导向系统下前方，探杆设有两根，位于整体装置的底部，通过铰链与悬挂系统的承载杆下端连接，信号处理系统设置两角度位移传感器，两角度位移传感器分别安装在上下导向系统与悬挂系统连接的两铰链处。本发明成本低廉、过程简单、结构简单，通过一套探杆装置来获取偏航信号，实现田间机车的准确地循行行走，避免了田间机车循行行走中作物的损失。
旋磨式深耕粉垄多功能机械,一种旋磨式深耕粉垄多功能机械，以拖拉机为依托，在拖拉机后架上安装液压机构和联动旋磨钻头装置或耕作部件，旋磨钻头装置安装有一个或多个钻头轴、钻头轴上配置螺旋页、螺旋页上配置角齿，联动旋磨钻头装置设有防止秸秆缠绕的装置，液压机构驱动旋磨钻头上下运动，变速箱通过连杆和齿轮带动旋磨钻头，本机械实施钻头入土后垂直对土壤切割旋磨粉碎并使土壤自动悬浮成垄，粉垄的碎土剖面分布呈“T”型，地面实土以下呈“U”型槽，使土壤耕作全层呈疏松状态，且起到了客土改土作用，增加了活土层，提高了土壤的保水保肥能力和通透性，有利于作物根系深扎对水肥的利用，病害和杂草相对减少，使作物容易获得高产稳产。
大马力农机装备无极变速传动箱,"本发明公开了一种大马力农机装备无极变速传动箱,包括外壳体、由液压无极变速HST驱动的输入轴及安装在输入轴上的主动齿轮、从动齿轮、变速档位齿轮传动机构、转向离合制动机构以及左转弯传动大齿轮和右转弯传动大齿轮，主动齿轮与从动齿轮相啮合，左转弯传动大齿轮和右转弯传动大齿轮均与转向离合制动机构通过齿轮啮合传动连接，变速档位齿轮传动机构与转向离合制动机构之间通过齿轮啮合传动连接，左转弯传动大齿轮和右转弯传动大齿轮分别与对应一侧的行走机构的传动轴相轴接，采用本发明可有效提高传动性能，实现各档转速控制及可同时进行离合制动，且承受大功率输出，可以经受负荷高低变化的频率防止传动箱产生爆裂。"
